P15AWCJ06, AAW048TP1041B, A0803CB1000, 1091A08T41, BB766, 5813.681, 6436.671
P14QWA162, AQW008YM2003A, A0803CB1069, 1091A07T21, BBD52, 1097.683, 1852.367
P14QWA194, AQW008YM2003A, A0803CB1069, 1091A07T21, BBR35, 3996.733, 4820.750
P14QWA136, AQW008YM2003A, A0803CB1069, 1091A07T21, BB900, 1699.033, 2371.050
PXXAB9Y01, AAB008YM2023A, A0803CB1069, 1091A07T21, BB834, 349.000, 356.663
P14QWA135, AQW008YM2003A, A0803CB1069, 1091A07T21, BBR37, 1193.017, 2017.033
P16ABBH01, AAB008YM2023A, A0803CB1069, 1091A07T21, BB906, 362.000, 1039.350
P14QWA137, AQW008YM2003A, A0803CB1069, 1091A07T21, BBD13, 1855.367, 2610.050
P16ABBH02, AAB008YM2023A, A0803CB1069, 1091A07T21, BB835, 2471.050, 3148.400
P14NVTJ38, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB843, 734.936, 1059.766
P14NVTJ54, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB875, 1109.660, 1434.490
P14NVTJ44, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB915, 771.963, 1096.793
P14NVTJ60, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA31, 497.000, 830.230
P14NVTJ28, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 900.230, 1233.460
P14NVTJ41, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB815, 1653.967, 1978.797
P14NVTJ57, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB810, 1695.652, 2020.482
P14NVTJ34, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB833, 907.975, 1232.805
P14NVTJ66, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB875, 784.830, 1109.660
P14NVTJ50, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB862, 835.830, 1160.660
P14NVTJ63, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 1762.964, 2087.794
P14NVTJ47, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 569.000, 893.830
P14NVTJ31, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB810, 1370.822, 1695.652
P14NVTJ53, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB822, 1204.125, 1528.955
P14NVTJ69, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB919, 1378.753, 1469.628
P14NVTJ37, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB898, 757.096, 1081.926
P14NVTJ40, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB804, 591.000, 915.830
P14NVTJ56, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 805.875, 1130.705
P14NVTJ43, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB862, 1471.955, 1796.785
P14NVTJ27, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB875, 460.000, 784.830
P14NVTJ59, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB886, 1211.352, 1536.182
P14NVTJ62, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB813, 1196.660, 1521.490
P14NVTJ46, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB907, 434.000, 758.830
P14NVTJ30, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB919, 1053.923, 1378.753
P14NVTJ35, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 893.830, 1218.660
P14NVTJ51, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB889, 511.000, 835.830
P14NVTJ67, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB862, 511.000, 835.830
P14NVTJ32, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA15, 831.916, 1165.146
P14NVTJ64, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB810, 1045.992, 1370.822
P14NVTJ48, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 1552.805, 1886.035
P14NVTJ26, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB874, 850.830, 1175.660
P14NVTJ58, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB813, 547.000, 871.830
P14NVTJ42, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB810, 406.000, 730.830
P14NVTJ29, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB894, 1230.219, 1555.049
P14NVTJ61, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB813, 871.830, 1196.660
P14NVTJ45, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 1886.035, 2219.265
P14NVTJ65, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 718.302, 1043.131
P14NVTJ49, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB885, 548.000, 872.830
P14NVTJ33, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 567.000, 900.230
P14NVTJ39, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB877, 493.000, 817.830
P14NVTJ55, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB843, 1384.596, 1709.426
P14NVTJ36, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 1350.947, 1675.777
P14NVTJ68, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB843, 1059.766, 1384.596
P14NVTJ52, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB874, 526.000, 850.830
P14NVTH44, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB886, 576.000, 896.190
P14NVTH60, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB877, 817.830, 1134.926
P14NVTJ07, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB865, 474.000, 793.029
P14NVTJ23, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 1218.660, 1529.955
P14NVTJ20, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB886, 896.190, 1211.352
P14NVTJ04, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB894, 1555.049, 1858.610
P14NVTH57, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 1043.131, 1350.947
P14NVTH41, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB885, 872.830, 1182.772
P14NVTJ17, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA15, 509.000, 831.916
P14NVTJ01, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB815, 1978.797, 2299.760
P14NVTH54, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB894, 591.000, 908.096
P14NVTH38, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB898, 440.000, 757.096
P14NVTJ10, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA06, 567.000, 894.279
P14NVTH50, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 1130.705, 1451.668
P14NVTJ13, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB822, 881.229, 1204.125
P14NVTJ19, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB822, 568.000, 881.229
P14NVTJ03, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 413.000, 718.302
P14NVTH40, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB915, 451.000, 771.963
P14NVTH37, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB894, 908.096, 1230.219
P14NVTH69, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB839, 730.096, 1679.257
P14NVTJ16, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB815, 420.000, 731.295
P14NVTH46, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB862, 1796.785, 2106.147
P14NVTJ09, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 1852.078, 2171.108
P14NVTJ25, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB919, 441.000, 740.694
P14NVTH65, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB843, 419.000, 734.936
P14NVTJ12, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB807, 597.000, 916.803
P14NVTH17, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB885, 1182.772, 1492.134
P14NVTH43, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB919, 740.694, 1053.923
P14NVTJ06, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB862, 1160.660, 1471.955
P14NVTJ22, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA03, 565.000, 884.147
P14NVTJ18, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 1451.668, 1762.964
P14NVTJ02, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB865, 1110.899, 1431.862
P14NVTH39, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB907, 758.830, 1070.125
P14NVTH07, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA03, 884.147, 1206.468
P14NVTH52, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB839, 413.000, 730.096
P14NVTJ15, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB810, 730.830, 1045.992
P14NVTH42, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 1233.460, 1552.805
P14NVTJ05, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB815, 1041.044, 1344.605
P14NVTJ21, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 2219.265, 2539.404
P14NVTH29, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB815, 1344.605, 1653.967
P14NVTH45, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB865, 793.029, 1110.899
P14NVTJ08, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB874, 1175.660, 1494.689
P14NVTJ24, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 494.000, 805.875
P14NVTJ14, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB846, 412.000, 727.162
P14NVTH48, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB833, 599.000, 907.975
P14NVTH64, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB815, 731.295, 1041.044
P14NVTJ11, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 1529.955, 1852.078
P15MSAZ18, AMS048TW1058A, A0801CB0616, 1091A07T41, BB552, 399.000, 788.470
P15MSAZ15, AMS048TW1058A, A0801CB0616, 1091A07T41, BB608, 837.470, 1226.940
P15MSAZ09, AMS048TW1058A, A0801CB0616, 1091A07T41, BB445, 1246.940, 1636.410
P15MSAZ12, AMS048TW1058A, A0801CB0616, 1091A07T41, BB566, 1191.940, 1581.410
P15MSAZ16, AMS048TW1058A, A0801CB0616, 1091A07T41, BB445, 468.000, 857.470
P15MSAZ10, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB10, 1191.660, 1581.490
P15MSAZ13, AMS048TW1058A, A0801CB0616, 1091A07T41, BB595, 915.470, 1304.940
P15MSAZ19, AMS048TW1058A, A0801CB0616, 1091A07T41, BB482, 510.000, 713.210
P15MSAZ06, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB33, 421.000, 810.830
P15MSAZ07, AMS048TW1058A, A0801CB0616, 1091A07T41, BB619, 1218.940, 1608.410
P15MSAZ14, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB14, 1238.660, 1628.490
P15MSAZ17, AMS048TW1058A, A0801CB0616, 1091A07T41, BB597, 855.470, 1244.940
P15MSAZ05, AMS048TW1058A, A0801CB0616, 1091A07T41, BB542, 894.470, 1283.940
P15MSAZ11, AMS048TW1058A, A0801CB0616, 1091A07T41, BB775, 435.000, 824.830
P15MSAZ08, AMS048TW1058A, A0801CB0616, 1091A07T41, BB457, 402.000, 791.470
P15MSAY20, AMS048TW1058A, A0801CB0616, 1091A07T41, BB515, 415.000, 447.816
P15MSAY17, AMS048TW1058A, A0801CB0616, 1091A07T41, BB734, 457.000, 846.830
P15MSAY15, AMS048TW1058A, A0801CB0616, 1091A07T41, BB490, 2049.880, 2439.350
P15MSAY18, AMS048TW1058A, A0801CB0616, 1091A07T41, BB610, 824.470, 1213.940
P15MSAY19, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB14, 848.830, 1238.660
P15MSAY16, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB30, 449.000, 838.830
P13MSBM02, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB14, 459.000, 848.830
P13MSBL18, AMS048TW1058A, A0801CB0616, 1091A07T41, BB566, 413.000, 802.470
P13MSBM15, AMS048TW1058A, A0801CB0616, 1091A07T41, BB445, 1636.410, 1851.160
P15MSAY13, AMS048TW1058A, A0801CB0616, 1091A07T41, BB542, 505.000, 894.470
P15MSAY10, AMS048TW1058A, A0801CB0616, 1091A07T41, BB764, 490.000, 879.830
P13MSBL15, AMS048TW1058A, A0801CB0616, 1091A07T41, BB456, 401.000, 790.470
P13MSBM12, AMS048TW1058A, A0801CB0616, 1091A07T41, BB595, 1304.940, 1694.410
P15MSAY03, AMS048TW1058A, A0801CB0616, 1091A07T41, BB764, 879.830, 1269.660
P13MSBM05, AMS048TW1058A, A0801CB0616, 1091A07T41, BB515, 837.286, 1226.756
P13MSBM08, AMS048TW1058A, A0801CB0616, 1091A07T41, BB597, 1244.940, 1634.410
P15MSAY06, AMS048TW1058A, A0801CB0616, 1091A07T41, BB490, 492.000, 881.470
P15MSAZ01, AMS048TW1058A, A0801CB0616, 1091A07T41, BB702, 875.830, 1265.660
P15MSAY12, AMS048TW1058A, A0801CB0616, 1091A07T41, BB619, 829.470, 1218.940
P13MSBL01, AMS048TW1058A, A0801CB0616, 1091A07T41, BB594, 923.470, 1312.940
P13MSBL17, AMS048TW1058A, A0801CB0616, 1091A07T41, BB610, 435.000, 824.470
P13MSBM14, AMS048TW1058A, A0801CB0616, 1091A07T41, BB560, 850.470, 1239.940
P13MSBL14, AMS048TW1058A, A0801CB0616, 1091A07T41, BB482, 1102.680, 1492.150
P13MSBM11, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB16, 423.000, 812.830
P15MSAZ04, AMS048TW1058A, A0801CB0616, 1091A07T41, BB773, 1270.660, 1660.490
P15MSAY09, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB33, 810.830, 1200.660
P13MSBM04, AMS048TW1058A, A0801CB0616, 1091A07T41, BB490, 881.470, 1270.940
P15MSAY05, AMS048TW1058A, A0801CB0616, 1091A07T41, BB509, 833.470, 1222.940
P13MSBM01, AMS048TW1058A, A0801CB0616, 1091A07T41, BB589, 409.000, 798.470
P15MSAY02, AMS048TW1058A, A0801CB0616, 1091A07T41, BB613, 410.000, 799.470
P15MSAY11, AMS048TW1058A, A0801CB0616, 1091A07T41, BB509, 1222.940, 1612.410
P13MSBL16, AMS048TW1058A, A0801CB0616, 1091A07T41, BB509, 444.000, 833.470
P13MSBM13, AMS048TW1058A, A0801CB0616, 1091A07T41, BB445, 857.470, 1246.940
P13MSBM10, AMS048TW1058A, A0801CB0616, 1091A07T41, BB772, 417.000, 806.830
P15MSAY08, AMS048TW1058A, A0801CB0616, 1091A07T41, BB490, 1660.410, 2049.880
P15MSAZ03, AMS048TW1058A, A0801CB0616, 1091A07T41, BB566, 802.470, 1191.940
P13MSBM07, AMS048TW1058A, A0801CB0616, 1091A07T41, BB487, 487.000, 876.470
P13MSBL19, AMS048TW1058A, A0801CB0616, 1091A07T41, BB610, 1213.940, 1385.776
P15MSAY14, AMS048TW1058A, A0801CB0616, 1091A07T41, BB714, 433.000, 822.830
P15MSAY01, AMS048TW1058A, A0801CB0616, 1091A07T41, BB619, 440.000, 829.470
P13MSBM03, AMS048TW1058A, A0801CB0616, 1091A07T41, BB515, 447.816, 837.286
P13MSBM09, AMS048TW1058A, A0801CB0616, 1091A07T41, BB448, 409.000, 798.470
P15MSAZ02, AMS048TW1058A, A0801CB0616, 1091A07T41, BB608, 448.000, 837.470
P15MSAY07, AMS048TW1058A, A0801CB0616, 1091A07T41, BB589, 798.470, 1187.940
P15MSAY04, AMS048TW1058A, A0801CB0616, 1091A07T41, BB773, 491.000, 880.830
P13MSBM06, AMS048TW1058A, A0801CB0616, 1091A07T41, BB702, 486.000, 875.830
P15MSG601, AMS048TW1058A, A0801CB0616, 1091A07T41, BB482, 713.210, 1102.680
P15MSG602, AMS048TW1058A, A0801CB0616, 1091A07T41, BB527, 857.470, 1246.940
P15MSG603, AMS048TW1058A, A0801CB0616, 1091A07T41, BB521, 443.000, 832.470
P15MSG604, AMS048TW1058A, A0801CB0616, 1091A07T41, BB775, 824.830, 1214.660
P15MSG605, AMS048TW1058A, A0801CB0616, 1091A07T41, BB468, 762.528, 1151.998
P15MSG606, AMS048TW1058A, A0801CB0616, 1091A07T41, BB522, 485.000, 874.470
P15MSG607, AMS048TW1058A, A0801CB0616, 1091A07T41, BB783, 884.830, 1274.660
P15MSG608, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB14, 1628.490, 2018.320
P15MSG609, AMS048TW1058A, A0801CB0616, 1091A07T41, BB719, 404.000, 793.830
P15MSG610, AMS048TW1058A, A0801CB0616, 1091A07T41, BB487, 876.470, 1265.940
P15MSG611, AMS048TW1058A, A0801CB0616, 1091A07T41, BB459, 882.470, 1271.940
P15MSG612, AMS048TW1058A, A0801CB0616, 1091A07T41, BB773, 880.830, 1270.660
P15MSG613, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB10, 412.000, 801.830
P15MSG614, AMS048TW1058A, A0801CB0616, 1091A07T41, BB719, 793.830, 1183.660
P15MSG615, AMS048TW1058A, A0801CB0616, 1091A07T41, BB594, 534.000, 923.470
P15MSG616, AMS048TW1058A, A0801CB0616, 1091A07T41, BB597, 466.000, 855.470
P15MSG617, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB30, 838.830, 1228.660
P15MSG618, AMS048TW1058A, A0801CB0616, 1091A07T41, BB468, 467.000, 762.528
P15MSB201, AMS048TW1058A, A0801CB0616, 1091A07T41, BB459, 493.000, 882.470
P15MSB202, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB16, 812.830, 1202.660
P15MSB203, AMS048TW1058A, A0801CB0616, 1091A07T41, BB490, 1270.940, 1660.410
P15MSB204, AMS048TW1058A, A0801CB0616, 1091A07T41, BB560, 461.000, 850.470
P15MSB205, AMS048TW1058A, A0801CB0616, 1091A07T41, BB527, 468.000, 857.470
P15MSB206, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB10, 801.830, 1191.660
P15MSB207, AMS048TW1058A, A0801CB0616, 1091A07T41, BB595, 526.000, 915.470
P15MSB208, AMS048TW1058A, A0801CB0616, 1091A07T41, BB783, 495.000, 884.830
P15VGA437, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 5236.333, 5467.550
P15VGA453, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1479.672, 1710.889
P15VGA421, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 612.000, 843.217
P15VGA440, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1074.433, 1305.650
P15VGA424, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 3617.816, 3849.033
P15VGA456, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 4511.980, 4743.197
P15VGA422, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 3818.330, 4049.547
P15VGA438, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 3791.839, 4023.055
P15VGA454, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1536.867, 1768.083
P15VGA415, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 3329.405, 3560.622
P15VGA431, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 4542.683, 4773.900
P15VGA447, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 2246.517, 2477.733
P15VGA458, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 2940.167, 3124.680
P15VGA426, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 843.217, 1074.433
P15VGA442, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 2708.950, 2940.167
P15VGA419, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 2015.300, 2246.517
P15VGA435, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 3849.033, 4080.250
P15VGA451, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2461.733, 2692.950
P15VGA444, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 1090.433, 1321.650
P15VGA412, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 4080.250, 4311.466
P15VGA428, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2866.972, 3098.189
P15VGA457, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 5005.116, 5236.333
P15VGA425, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 1321.650, 1552.867
P15VGA441, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 4254.272, 4485.489
P15VGA436, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2635.755, 2866.972
P15VGA452, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 4485.489, 4716.705
P15VGA420, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2692.950, 2924.167
P15VGA439, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 3155.383, 3386.600
P15VGA455, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1248.455, 1479.672
P15VGA423, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1017.239, 1248.455
P15VGA429, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1942.105, 2173.322
P15VGA445, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1768.083, 1999.300
P15VGA413, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2173.322, 2404.539
P15VGA448, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 628.000, 859.217
P15VGA416, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 3587.113, 3818.330
P15VGA432, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 1552.867, 1784.083
P15VGA446, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2404.539, 2635.755
P15VGA430, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 786.022, 1017.239
P15VGA414, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2924.167, 3155.383
P15VGA449, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2230.517, 2461.733
P15VGA417, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 1784.083, 2015.300
P15VGA433, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 4311.466, 4542.683
P15VGA411, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 4743.197, 4974.413
P15VGA443, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1710.889, 1942.105
P15VGA427, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 4049.547, 4280.763
P15VGA434, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 2477.733, 2708.950
P15VGA450, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 3560.622, 3791.839
P15VGA418, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 3098.189, 3329.405
P15VGA401, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 3386.600, 3617.816
P15VGA402, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 4280.763, 4511.980
P15VGA404, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1305.650, 1536.867
P15VGA407, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 859.217, 1090.433
PXXVG3N01, ABU008YD2006A, A0803CB0635, 1091A08C41, BBL20, 384.000, 384.287
P15VGA410, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 3124.680, 3355.897
P15VGA403, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 4773.900, 5005.116
PXXVG1R01, ABU008YD2004A, A0803CB0635, 1091A08C41, BB908, 615.000, 616.780
P15VGA409, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 4974.413, 5205.630
P15VGA406, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1999.300, 2230.517
P15VGA408, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 4023.055, 4254.272
PXXVG1Q01, ABU008YD2003A, A0803CB0635, 1091A08C41, BB908, 700.780, 702.022
P15VGA405, ABU008YD2008A, A0803CB0635, 1091A08C41, BB816, 3355.897, 3587.113
P16AWAZ29, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD07, 646.872, 1086.249
P16AWAZ30, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD66, 1117.377, 1556.753
P16AWAZ14, AAW008Y62014A, A0803CB0926, 1091A07T41, BBL19, 2400.507, 2839.883
P16AWAZ32, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD58, 722.000, 1115.485
P16AWAZ26, AAW008Y62014A, A0803CB0926, 1091A07T41, BB814, 2288.293, 2691.617
P16AWAZ25, AAW008Y62014A, A0803CB0926, 1091A07T41, BB923, 742.000, 1145.323
P16AWAZ28, AAW008Y62014A, A0803CB0926, 1091A07T41, BB851, 2258.293, 2661.617
P16AWAZ27, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD65, 1609.753, 2049.130
P16AWAZ24, AAW008Y62014A, A0803CB0926, 1091A07T41, BB923, 1951.970, 2355.293
P16AWAZ31, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD22, 2892.883, 3332.260
P16AWAZ15, AAW008Y62014A, A0803CB0926, 1091A07T41, BBJ03, 1119.323, 1522.647
P16AWAZ13, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD07, 1086.249, 1525.625
P15AWGG22, AAW008Y62014A, A0803CB0926, 1091A07T41, BB890, 1114.323, 1517.647
P15AWGG03, AAW008Y62014A, A0803CB0926, 1091A07T41, BB851, 1451.647, 1854.970
P16AWAZ07, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD65, 1170.377, 1609.753
P16AWAZ23, AAW008Y62014A, A0803CB0926, 1091A07T41, BBL19, 1082.377, 1521.753
P16AWAZ16, AAW008Y62014A, A0803CB0926, 1091A07T41, BBJ03, 716.000, 1119.323
P15AWGG25, AAW008Y62014A, A0803CB0926, 1091A07T41, BB814, 1884.970, 2288.293
P15AWGG28, AAW008Y62014A, A0803CB0926, 1091A07T41, BB851, 2661.617, 3064.940
P16AWAZ03, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD22, 2014.130, 2453.507
P16AWAZ19, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD66, 1996.130, 2435.507
P16AWBB01, AAW008Y62015A, A0803CB0926, 1091A07T41, BBR23, 437.000, 897.177
P15AWGG02, AAW008Y62014A, A0803CB0926, 1091A07T41, BB890, 711.000, 1114.323
P15AWGG18, AAW008Y62014A, A0803CB0926, 1091A07T41, BBL04, 1095.377, 1534.753
P16AWAZ09, AAW008Y62014A, A0803CB0926, 1091A07T41, BB814, 2691.617, 3094.940
P16AWAZ12, AAW008Y62014A, A0803CB0926, 1091A07T41, BB923, 1548.647, 1951.970
P15AWGF28, AAW008Y62014A, A0803CB0926, 1091A07T41, BB851, 1048.323, 1451.647
P15AWGG15, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD66, 678.000, 1117.377
P16AWAZ10, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD22, 1574.753, 2014.130
P15AWGG11, AAW008Y62014A, A0803CB0926, 1091A07T41, BBJ03, 1972.604, 2375.928
P15AWGG27, AAW008Y62014A, A0803CB0926, 1091A07T41, BBL19, 1521.753, 1961.130
P16AWAZ22, AAW008Y62014A, A0803CB0926, 1091A07T41, BBJ03, 1569.281, 1972.604
P16AWAZ06, AAW008Y62014A, A0803CB0926, 1091A07T41, BBL19, 643.000, 1082.377
