P15AWCJ06, AAW048TP1041B, A0803CB1000, 1091A08T41, BB710, 1365.980, 1988.970
P14QWA179, AQW008YM2003A, A0803CB1069, 1091A07T21, BBR37, 2017.033, 2841.050
P14QWA144, AQW008YM2003A, A0803CB1069, 1091A07T21, BBA22, 1585.700, 2239.050
P14QWA160, AQW008YM2003A, A0803CB1069, 1091A07T21, BBR40, 2031.033, 2855.050
P14QWA192, AQW008YM2003A, A0803CB1069, 1091A07T21, BBA19, 939.350, 1592.700
P14QWA1A8, AQW008YM2003A, A0803CB1069, 1091A07T21, BBD14, 1116.683, 1848.632
P14QWA176, AQW008YM2003A, A0803CB1069, 1091A07T21, BB836, 1740.187, 2412.203
P14QWA156, AQW008YM2003A, A0803CB1069, 1091A07T21, BBD52, 1109.683, 1864.367
P14QWA188, AQW008YM2003A, A0803CB1069, 1091A07T21, BB835, 1804.367, 2476.383
P14QWA172, AQW008YM2003A, A0803CB1069, 1091A07T21, BB848, 1028.017, 1700.033
P14QWA140, AQW008YM2003A, A0803CB1069, 1091A07T21, BB876, 354.000, 1026.017
P14QWA1A4, AQW008YM2003A, A0803CB1069, 1091A07T21, BB900, 2460.383, 3132.400
P14QWA191, AQW008YM2003A, A0803CB1069, 1091A07T21, BB918, 1143.350, 1815.367
P14QWA143, AQW008YM2003A, A0803CB1069, 1091A07T21, BB900, 1788.367, 2460.383
P14QWA1A7, AQW008YM2003A, A0803CB1069, 1091A07T21, BB834, 1021.017, 1693.033
P14QWA175, AQW008YM2003A, A0803CB1069, 1091A07T21, BBR35, 2305.292, 3129.308
P14QWA159, AQW008YM2003A, A0803CB1069, 1091A07T21, BB837, 1048.017, 1720.033
P14QWA181, AQW008YM2003A, A0803CB1069, 1091A07T21, BBR21, 355.000, 1179.017
P14QWA165, AQW008YM2003A, A0803CB1069, 1091A07T21, BBA22, 279.000, 932.350
P14QWA149, AQW008YM2003A, A0803CB1069, 1091A07T21, BBR08, 2137.367, 2961.383
P14QWA197, AQW008YM2003A, A0803CB1069, 1091A07T21, BBD52, 1864.367, 2619.050
P14QWA146, AQW008YM2003A, A0803CB1069, 1091A07T21, BB824, 382.000, 1054.017
P14QWA178, AQW008YM2003A, A0803CB1069, 1091A07T21, BB900, 3132.400, 3804.417
P14QWA162, AQW008YM2003A, A0803CB1069, 1091A07T21, BB876, 1698.033, 2370.050
P14QWA194, AQW008YM2003A, A0803CB1069, 1091A07T21, BBA19, 2246.050, 2899.400
P14QWA136, AQW008YM2003A, A0803CB1069, 1091A07T21, BB876, 1026.017, 1698.033
PXXAB9Y01, AAB008YM2023A, A0803CB1069, 1091A07T21, BBR35, 342.000, 351.925
P14QWA135, AQW008YM2003A, A0803CB1069, 1091A07T21, BB837, 1720.033, 2392.050
P16ABBH01, AAB008YM2023A, A0803CB1069, 1091A07T21, BB835, 371.000, 1048.350
P14QWA137, AQW008YM2003A, A0803CB1069, 1091A07T21, BB834, 2365.050, 3037.067
P16ABBH02, AAB008YM2023A, A0803CB1069, 1091A07T21, BB859, 2462.050, 3139.400
P14NVTJ38, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB839, 1047.772, 1372.602
P14NVTJ54, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB810, 730.830, 1055.660
P14NVTJ44, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB865, 1123.660, 1448.490
P14NVTJ60, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB846, 412.000, 736.830
P14NVTJ28, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB894, 591.000, 915.830
P14NVTJ41, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB898, 1054.857, 1379.687
P14NVTJ57, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB889, 1797.559, 2122.389
P14NVTJ34, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA15, 1469.615, 1802.845
P14NVTJ66, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB885, 548.000, 872.830
P14NVTJ50, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB843, 743.830, 1068.660
P14NVTJ63, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA06, 900.230, 1233.460
P14NVTJ47, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB815, 420.000, 744.830
P14NVTJ31, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 1062.660, 1387.490
P14NVTJ53, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB843, 419.000, 743.830
P14NVTJ69, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB877, 493.000, 583.875
P14NVTJ37, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB889, 835.830, 1160.660
P14NVTJ40, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB804, 591.000, 915.830
P14NVTJ56, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB862, 511.000, 835.830
P14NVTJ43, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB889, 1160.660, 1485.490
P14NVTJ27, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB915, 451.000, 775.830
P14NVTJ59, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB839, 1372.602, 1697.432
P14NVTJ62, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB846, 736.830, 1061.660
P14NVTJ46, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 569.000, 893.830
P14NVTJ30, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB861, 579.000, 903.830
P14NVTJ35, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 413.000, 737.830
P14NVTJ51, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB905, 383.000, 707.830
P14NVTJ67, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB865, 798.830, 1123.660
P14NVTJ32, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB894, 1236.793, 1561.623
P14NVTJ64, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB885, 1182.192, 1507.022
P14NVTJ48, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB804, 915.830, 1240.660
P14NVTJ26, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB846, 1061.660, 1386.490
P14NVTJ58, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB822, 892.830, 1217.660
P14NVTJ42, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA06, 567.000, 900.230
P14NVTJ29, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 1845.891, 2170.721
P14NVTJ61, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB886, 576.000, 900.830
P14NVTJ45, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB886, 900.830, 1225.660
P14NVTJ65, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB810, 406.000, 730.830
P14NVTJ49, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB822, 568.000, 892.830
P14NVTJ33, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB865, 474.000, 798.830
P14NVTJ39, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB889, 511.000, 835.830
P14NVTJ55, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB905, 1021.059, 1345.889
P14NVTJ36, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB839, 722.942, 1047.772
P14NVTJ68, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA03, 894.263, 1227.493
P14NVTJ52, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 737.830, 1062.660
P14NVTH44, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB919, 441.000, 761.190
P14NVTH60, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB907, 434.000, 751.096
P14NVTJ07, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 567.000, 894.279
P14NVTJ23, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB898, 440.000, 751.295
P14NVTJ20, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB807, 916.029, 1231.192
P14NVTJ04, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB898, 751.295, 1054.857
P14NVTH57, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB862, 835.830, 1143.645
P14NVTH41, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB839, 413.000, 722.942
P14NVTJ17, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB915, 775.830, 1090.606
P14NVTJ01, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB875, 1092.258, 1413.221
P14NVTH54, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 1131.285, 1448.381
P14NVTH38, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 1448.381, 1765.477
P14NVTJ10, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB875, 1413.221, 1732.251
P14NVTH50, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA03, 565.000, 894.263
P14NVTJ13, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB875, 769.362, 1092.258
P14NVTJ19, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB905, 707.830, 1021.059
P14NVTJ03, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA15, 828.345, 1141.542
P14NVTH40, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 1524.928, 1845.891
P14NVTH37, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 1202.805, 1524.928
P14NVTH69, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB907, 1065.292, 2014.452
P14NVTJ16, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB874, 526.000, 837.295
P14NVTH46, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB885, 872.830, 1182.192
P14NVTJ09, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 1387.490, 1706.519
P14NVTJ25, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB813, 547.000, 846.694
P14NVTH65, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB877, 897.104, 1213.040
P14NVTJ12, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA15, 1141.542, 1469.615
P14NVTH17, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB875, 460.000, 769.362
P14NVTH43, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB877, 583.875, 897.104
P14NVTJ06, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB874, 837.295, 1148.591
P14NVTJ22, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB815, 744.830, 1055.932
P14NVTJ18, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB862, 1143.645, 1454.940
P14NVTJ02, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB894, 915.830, 1236.793
P14NVTH39, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA31, 497.000, 816.345
P14NVTH07, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB907, 751.096, 1065.292
P14NVTH52, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB850, 1706.519, 2023.615
P14NVTJ15, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 816.123, 1131.285
P14NVTH42, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA15, 509.000, 828.345
P14NVTJ05, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 1212.038, 1523.449
P14NVTJ21, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB889, 1485.490, 1797.559
P14NVTH29, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB886, 1225.660, 1535.022
P14NVTH45, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB810, 1055.660, 1373.529
P14NVTJ08, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB807, 597.000, 916.029
P14NVTJ24, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB915, 1090.606, 1402.481
P14NVTJ14, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB877, 1213.040, 1528.202
P14NVTH48, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB884, 893.830, 1202.805
P14NVTH64, ANV169XN6002A, A0803CB1105, 1091C07NP3, BBA28, 894.279, 1212.038
P14NVTJ11, ANV169XN6002A, A0803CB1105, 1091C07NP3, BB897, 494.000, 816.123
P15MSAZ18, AMS048TW1058A, A0801CB0616, 1091A07T41, BB775, 435.000, 824.830
P15MSAZ15, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB30, 1618.490, 2008.320
P15MSAZ09, AMS048TW1058A, A0801CB0616, 1091A07T41, BB515, 415.000, 804.470
P15MSAZ12, AMS048TW1058A, A0801CB0616, 1091A07T41, BB468, 638.836, 1028.306
P15MSAZ16, AMS048TW1058A, A0801CB0616, 1091A07T41, BB456, 790.470, 1179.940
P15MSAZ10, AMS048TW1058A, A0801CB0616, 1091A07T41, BB482, 510.000, 899.470
P15MSAZ13, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB16, 423.000, 812.830
P15MSAZ19, AMS048TW1058A, A0801CB0616, 1091A07T41, BB487, 487.000, 690.210
P15MSAZ06, AMS048TW1058A, A0801CB0616, 1091A07T41, BB610, 435.000, 824.470
P15MSAZ07, AMS048TW1058A, A0801CB0616, 1091A07T41, BB772, 1196.660, 1586.490
P15MSAZ14, AMS048TW1058A, A0801CB0616, 1091A07T41, BB456, 401.000, 790.470
P15MSAZ17, AMS048TW1058A, A0801CB0616, 1091A07T41, BB522, 907.286, 1296.756
P15MSAZ05, AMS048TW1058A, A0801CB0616, 1091A07T41, BB783, 495.000, 884.830
P15MSAZ11, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB33, 421.000, 810.830
P15MSAZ08, AMS048TW1058A, A0801CB0616, 1091A07T41, BB775, 824.830, 1214.660
P15MSAY20, AMS048TW1058A, A0801CB0616, 1091A07T41, BB522, 485.000, 517.816
P15MSAY17, AMS048TW1058A, A0801CB0616, 1091A07T41, BB522, 517.816, 907.286
P15MSAY15, AMS048TW1058A, A0801CB0616, 1091A07T41, BB527, 468.000, 857.470
P15MSAY18, AMS048TW1058A, A0801CB0616, 1091A07T41, BB482, 899.470, 1288.940
P15MSAY19, AMS048TW1058A, A0801CB0616, 1091A07T41, BB589, 409.000, 798.470
P15MSAY16, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB10, 801.830, 1191.660
P13MSBM02, AMS048TW1058A, A0801CB0616, 1091A07T41, BB527, 857.470, 1246.940
P13MSBL18, AMS048TW1058A, A0801CB0616, 1091A07T41, BB764, 490.000, 879.830
P13MSBM15, AMS048TW1058A, A0801CB0616, 1091A07T41, BB457, 402.000, 616.749
P15MSAY13, AMS048TW1058A, A0801CB0616, 1091A07T41, BB572, 858.470, 1247.940
P15MSAY10, AMS048TW1058A, A0801CB0616, 1091A07T41, BB566, 802.470, 1191.940
P13MSBL15, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB10, 412.000, 801.830
P13MSBM12, AMS048TW1058A, A0801CB0616, 1091A07T41, BB448, 409.000, 798.470
P15MSAY03, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB14, 848.830, 1238.660
P13MSBM05, AMS048TW1058A, A0801CB0616, 1091A07T41, BB719, 404.000, 793.830
P13MSBM08, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB14, 459.000, 848.830
P15MSAY06, AMS048TW1058A, A0801CB0616, 1091A07T41, BB445, 468.000, 857.470
P15MSAZ01, AMS048TW1058A, A0801CB0616, 1091A07T41, BB734, 752.802, 1142.632
P15MSAY12, AMS048TW1058A, A0801CB0616, 1091A07T41, BB490, 492.000, 881.470
P13MSBL01, AMS048TW1058A, A0801CB0616, 1091A07T41, BB521, 832.470, 1221.940
P13MSBL17, AMS048TW1058A, A0801CB0616, 1091A07T41, BB773, 491.000, 880.830
P13MSBM14, AMS048TW1058A, A0801CB0616, 1091A07T41, BB702, 1265.660, 1655.490
P13MSBL14, AMS048TW1058A, A0801CB0616, 1091A07T41, BB589, 1187.940, 1577.410
P13MSBM11, AMS048TW1058A, A0801CB0616, 1091A07T41, BB775, 1604.490, 1994.320
P15MSAZ04, AMS048TW1058A, A0801CB0616, 1091A07T41, BB719, 793.830, 1183.660
P15MSAY09, AMS048TW1058A, A0801CB0616, 1091A07T41, BB509, 444.000, 833.470
P13MSBM04, AMS048TW1058A, A0801CB0616, 1091A07T41, BB509, 833.470, 1222.940
P15MSAY05, AMS048TW1058A, A0801CB0616, 1091A07T41, BB490, 881.470, 1270.940
P13MSBM01, AMS048TW1058A, A0801CB0616, 1091A07T41, BB595, 526.000, 915.470
P15MSAY02, AMS048TW1058A, A0801CB0616, 1091A07T41, BB487, 1079.680, 1469.150
P15MSAY11, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB10, 1191.660, 1581.490
P13MSBL16, AMS048TW1058A, A0801CB0616, 1091A07T41, BB552, 1177.940, 1567.410
P13MSBM13, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB30, 449.000, 838.830
P13MSBM10, AMS048TW1058A, A0801CB0616, 1091A07T41, BB619, 829.470, 1218.940
P15MSAY08, AMS048TW1058A, A0801CB0616, 1091A07T41, BB778, 534.000, 923.830
P15MSAZ03, AMS048TW1058A, A0801CB0616, 1091A07T41, BB702, 486.000, 875.830
P13MSBM07, AMS048TW1058A, A0801CB0616, 1091A07T41, BB474, 923.470, 1312.940
P13MSBL19, AMS048TW1058A, A0801CB0616, 1091A07T41, BB468, 467.000, 638.836
P15MSAY14, AMS048TW1058A, A0801CB0616, 1091A07T41, BB608, 448.000, 837.470
P15MSAY01, AMS048TW1058A, A0801CB0616, 1091A07T41, BB566, 413.000, 802.470
P13MSBM03, AMS048TW1058A, A0801CB0616, 1091A07T41, BB459, 493.000, 882.470
P13MSBM09, AMS048TW1058A, A0801CB0616, 1091A07T41, BB714, 433.000, 822.830
P15MSAZ02, AMS048TW1058A, A0801CB0616, 1091A07T41, BB610, 824.470, 1213.940
P15MSAY07, AMS048TW1058A, A0801CB0616, 1091A07T41, BB521, 443.000, 832.470
P15MSAY04, AMS048TW1058A, A0801CB0616, 1091A07T41, BB487, 690.210, 1079.680
P13MSBM06, AMS048TW1058A, A0801CB0616, 1091A07T41, BB775, 1214.660, 1604.490
P15MSG601, AMS048TW1058A, A0801CB0616, 1091A07T41, BB474, 534.000, 923.470
P15MSG602, AMS048TW1058A, A0801CB0616, 1091A07T41, BB597, 466.000, 855.470
P15MSG603, AMS048TW1058A, A0801CB0616, 1091A07T41, BB783, 884.830, 1274.660
P15MSG604, AMS048TW1058A, A0801CB0616, 1091A07T41, BB764, 879.830, 1269.660
P15MSG605, AMS048TW1058A, A0801CB0616, 1091A07T41, BB552, 399.000, 788.470
P15MSG606, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB30, 838.830, 1228.660
P15MSG607, AMS048TW1058A, A0801CB0616, 1091A07T41, BB608, 1226.940, 1616.410
P15MSG608, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB16, 812.830, 1202.660
P15MSG609, AMS048TW1058A, A0801CB0616, 1091A07T41, BB773, 880.830, 1270.660
P15MSG610, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB30, 1228.660, 1618.490
P15MSG611, AMS048TW1058A, A0801CB0616, 1091A07T41, BB702, 875.830, 1265.660
P15MSG612, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB33, 810.830, 1200.660
P15MSG613, AMS048TW1058A, A0801CB0616, 1091A07T41, BBB33, 1200.660, 1590.490
P15MSG614, AMS048TW1058A, A0801CB0616, 1091A07T41, BB457, 616.749, 1006.219
P15MSG615, AMS048TW1058A, A0801CB0616, 1091A07T41, BB619, 440.000, 829.470
P15MSG616, AMS048TW1058A, A0801CB0616, 1091A07T41, BB608, 837.470, 1226.940
P15MSG617, AMS048TW1058A, A0801CB0616, 1091A07T41, BB560, 461.000, 850.470
P15MSG618, AMS048TW1058A, A0801CB0616, 1091A07T41, BB734, 457.000, 752.802
P15MSB201, AMS048TW1058A, A0801CB0616, 1091A07T41, BB515, 804.470, 1193.940
P15MSB202, AMS048TW1058A, A0801CB0616, 1091A07T41, BB552, 788.470, 1177.940
P15MSB203, AMS048TW1058A, A0801CB0616, 1091A07T41, BB772, 417.000, 806.830
P15MSB204, AMS048TW1058A, A0801CB0616, 1091A07T41, BB772, 806.830, 1196.660
P15MSB205, AMS048TW1058A, A0801CB0616, 1091A07T41, BB572, 469.000, 858.470
P15MSB206, AMS048TW1058A, A0801CB0616, 1091A07T41, BB445, 857.470, 1246.940
P15MSB207, AMS048TW1058A, A0801CB0616, 1091A07T41, BB589, 798.470, 1187.940
P15MSB208, AMS048TW1058A, A0801CB0616, 1091A07T41, BB778, 923.830, 1313.660
P15VGA437, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2927.167, 3158.383
P15VGA453, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 928.458, 1159.675
P15VGA421, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2269.055, 2500.272
P15VGA440, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 3887.572, 4118.788
P15VGA424, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 4083.250, 4314.466
P15VGA456, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 4812.438, 5043.655
P15VGA422, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 3312.164, 3543.380
P15VGA438, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 5008.116, 5239.333
P15VGA454, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 4237.030, 4468.247
P15VGA415, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 830.217, 1061.433
P15VGA431, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 599.000, 830.217
P15VGA447, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 4350.005, 4581.222
P15VGA458, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1853.325, 2037.838
P15VGA426, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 3543.380, 3774.597
P15VGA442, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 2387.297, 2618.514
P15VGA419, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 4699.464, 4930.680
P15VGA435, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 4581.222, 4812.438
P15VGA451, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2037.838, 2269.055
P15VGA444, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 4468.247, 4699.464
P15VGA412, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1159.675, 1390.892
P15VGA428, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 3158.383, 3389.600
P15VGA457, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 2618.514, 2849.730
P15VGA425, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2695.950, 2927.167
P15VGA441, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 3774.597, 4005.814
P15VGA436, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 3193.922, 3425.138
P15VGA452, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 1061.433, 1292.650
P15VGA420, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 3080.947, 3312.164
P15VGA439, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 1924.864, 2156.080
P15VGA455, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1077.433, 1308.650
P15VGA423, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 4118.788, 4350.005
P15VGA429, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1308.650, 1539.867
P15VGA445, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 3620.816, 3852.033
P15VGA413, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 4005.814, 4237.030
P15VGA448, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2500.272, 2731.488
P15VGA416, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 2156.080, 2387.297
P15VGA432, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 3389.600, 3620.816
P15VGA446, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2233.517, 2464.733
P15VGA430, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 5043.655, 5274.872
P15VGA414, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2962.705, 3193.922
P15VGA449, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1539.867, 1771.083
P15VGA417, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 846.217, 1077.433
P15VGA433, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 3852.033, 4083.250
P15VGA411, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 697.242, 928.458
P15VGA443, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 1693.647, 1924.864
P15VGA427, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 1771.083, 2002.300
P15VGA434, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 2731.488, 2962.705
P15VGA450, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 1462.430, 1693.647
P15VGA418, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1622.108, 1853.325
P15VGA401, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 4314.466, 4545.683
P15VGA402, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 1390.892, 1622.108
P15VGA404, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2002.300, 2233.517
P15VGA407, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 3425.138, 3656.355
PXXVG3N01, ABU008YD2006A, A0803CB0635, 1091A08C41, BBL16, 432.000, 432.287
P15VGA410, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 4545.683, 4776.900
P15VGA403, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 2464.733, 2695.950
PXXVG1R01, ABU008YD2004A, A0803CB0635, 1091A08C41, BB833, 1376.650, 1378.430
P15VGA409, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 615.000, 846.217
P15VGA406, ABU008YD2008A, A0803CB0635, 1091A08C41, BB908, 4776.900, 5008.116
P15VGA408, ABU008YD2008A, A0803CB0635, 1091A08C41, BB833, 2849.730, 3080.947
PXXVG1Q01, ABU008YD2003A, A0803CB0635, 1091A08C41, BB916, 612.000, 613.242
P15VGA405, ABU008YD2008A, A0803CB0635, 1091A08C41, BB916, 3656.355, 3887.572
P16AWAZ29, AAW008Y62014A, A0803CB0926, 1091A07T41, BBL19, 1521.753, 1961.130
P16AWAZ30, AAW008Y62014A, A0803CB0926, 1091A07T41, BB851, 1854.970, 2258.293
P16AWAZ14, AAW008Y62014A, A0803CB0926, 1091A07T41, BBL04, 1534.753, 1974.130
P16AWAZ32, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD66, 686.872, 1080.357
P16AWAZ26, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD22, 1135.377, 1574.753
P16AWAZ25, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD07, 638.000, 1077.377
P16AWAZ28, AAW008Y62014A, A0803CB0926, 1091A07T41, BB851, 645.000, 1048.323
P16AWAZ27, AAW008Y62014A, A0803CB0926, 1091A07T41, BB923, 1145.323, 1548.647
P16AWAZ24, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD65, 1609.753, 2049.130
P16AWAZ31, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD08, 1511.753, 1951.130
P16AWAZ15, AAW008Y62014A, A0803CB0926, 1091A07T41, BBD22, 1574.753, 2014.130
